Name,Sport,Age,Height (cm),Weight (kg),Sex
Leanne Choo,Badminton,21,167,57,F
Lebron James,Basketball,27,203,113,M
Lecabela Quaresma,Athletics,22,172,67,F
Lee Kiefer,Fencing,18,163,49,F
Lee McConnell,Athletics,33,177,64,F
Lee Merrien,Athletics,33,182,61,M
Lee-Ann Persse,Rowing,23,181,74,F
Lee-El KORSIZ,Sailing,28,180,70,F
Leena Gunther,Athletics,21,163,53,F
Leena Puotiniemi,Athletics,36,170,52,F
Leford Green,Athletics,25,191,91,M
Lehann Fourie,Athletics,25,196,98,M
Lei Gong,Sailing,29,185,88,M
Lei Huang Mendes,Table Tennis,29,164,50,F
Lei Liang,Wrestling,30,200,120,M
Lei Yao,Badminton,22,168,65,F
Lei Zhang,Volleyball,27,181,71,F
Lei Zhang,Water Polo,24,171,65,F
Leidys Brito,Archery,28,169,77,F
Leisel Jones,Swimming,26,177,68,F
Leiston Pickett,Swimming,20,180,66,F
Leith Shankland,Swimming,21,196,90,M
Lena MUELLER,Rowing,25,173,59,F
Lena Schoneborn,Modern Pentathlon,26,178,60,F
Lene Sommer,Sailing,26,170,66,F
Lenise Marais,Hockey,27,159,52,F
Lenka Antosova,Rowing,20,177,70,F
Lenka Bartakova,Basketball,21,175,64,F
Lenka Hajeckova,Beach Volleyball,34,171,65,F
Lenka Maruskova,Shooting,27,175,75,F
Lenka Masna,Athletics,27,170,55,F
Lennart Stekelenburg,Swimming,25,184,78,M
Lenora Guion-Firmin,Athletics,20,172,60,F
Lenur Temirov,Wrestling,22,167,66,M
Leonardo Chacon,Triathlon,28,179,67,M
Leonardo Facundo Querin,Handball,30,197,108,M
Leonardo Gutierrez,Basketball,34,202,110,M
Leonel Manzano,Athletics,27,165,57,M
Leonid Anatolievich Bazan,Wrestling,27,168,66,M
Leonid Ekimov,Shooting,24,180,83,M
Leonore Perrus,Fencing,28,168,53,F
Leryn Franco,Athletics,30,172,57,F
Lesle-Ann George,Hockey,26,156,54,F
Lesley Thompson-Willie,Rowing,52,160,50,F
Leslie Copeland,Athletics,24,186,94,M
Lestrod Roland,Athletics,19,165,54,M
Levern Spencer,Athletics,28,155,52,F
Li Du,Shooting,30,170,56,F
Li Tao,Swimming,22,160,58,F
Li Yi,Basketball,24,203,86,M
Li Zhang,Athletics,23,170,62,F
Lia Neal,Swimming,17,178,73,F
Liam De Young,Hockey,30,179,75,M
Liam Heath,Canoe Sprint,27,183,87,M
Liam Pitchford,Table Tennis,19,183,57,M
Liam Tancock,Swimming,27,183,85,M
Liang Tian,Rowing,26,182,78,F
Liang Zhang,Rowing,25,196,96,M
Liangliang Zhang,Fencing,29,180,82,M
Lianne Tan,Badminton,21,160,57,F
Libby Trickett,Swimming,27,167,64,F
Lidewij Welten,Hockey,22,170,65,F
Lidia Morant Varo,Swimming,21,180,63,F
Lidia Simon,Athletics,38,160,45,F
Lidiane Lopes,Athletics,17,175,58,F
Lidiia Sichenikova,Archery,19,183,68,F
Lidija Horvat,Handball,30,184,74,F
Liemarvin Bonevacia,Athletics,23,180,81,M
Lieselotte van Lindt,Hockey,23,178,70,F
Liezel Huber,Tennis,35,180,73,F
Ligia Silva,Table Tennis,31,161,57,F
Lihua Gao,Hockey,32,165,57,F
Lijia Xu,Sailing,24,176,60,F
Lijiao Gong,Athletics,23,175,108,F
Lijie Miao,Basketball,31,178,75,F
Lili Xu,Judo,24,166,63,F
Liliana Fernandez Steiner,Beach Volleyball,25,178,75,F
Liliana Ibanez Lopez,Swimming,21,180,70,F
Liliya Lobanova,Athletics,26,168,56,F
Liliya Shobukhova,Athletics,34,169,50,F
Liliyana Natsir,Badminton,26,165,59,F
Lilli Schwarzkopf,Athletics,28,174,64,F
Lily Zhang,Table Tennis,16,163,53,F
Limei Xie,Athletics,26,171,52,F
Lina Florez,Athletics,27,170,59,F
Lina Grincikaite,Athletics,25,167,63,F
Lina Jacques-Sebastien,Athletics,27,176,58,F
Lina Muze,Athletics,19,182,75,F
Linas Kleiza,Basketball,27,203,108,M
Lincoln Alexander Williams,Volleyball,18,197,103,M
Linda Algotsson,Equestrian,40,158,53,F
Linda Byrne,Athletics,26,163,50,F
Linda Stahl,Athletics,26,175,78,F
Lindsay Jennerich,Rowing,30,165,59,F
Lindsay Whalen,Basketball,30,175,73,F
Lindsey Berg,Volleyball,32,173,77,F
Lindsey Maguire,Rowing,30,187,76,F
Line Jensen,Triathlon,31,178,62,F
Line Jorgensen,Handball,22,183,73,F
Ling Li,Athletics,27,181,110,F
Ling Li,Athletics,23,180,59,F
Ling Li,Sailing,26,168,60,F
Lingwei Li,Athletics,23,174,70,F
Linouse Desravine,Judo,21,160,52,F
Linus Butt,Hockey,25,186,85,M
Linus Lichtschlag,Rowing,23,188,72,M
Linyin Xu,Beach Volleyball,26,202,80,M
Lionel Cox,Shooting,31,185,74,M
Lionel Guyon,Equestrian,44,175,60,M
Lioubov Galkina,Shooting,39,165,57,F
Liping Ji,Swimming,23,179,70,F
Lisa Ann Karcic,Basketball,25,186,81,F
Lisa Carrington,Canoe Sprint,23,168,53,F
Lisa Dobriskey,Athletics,28,171,56,F
Lisa Gibson,Water Polo,22,177,75,F
Lisa Hahn,Hockey,22,157,57,F
Lisa Jane Weightman,Athletics,33,157,44,F
Lisa Kearney,Judo,23,157,48,F
Lisa Norden,Triathlon,27,176,60,F
Lisa Perterer,Triathlon,20,166,47,F
Lisa Raymond,Tennis,38,165,55,F
Lisa Ryzih,Athletics,23,179,60,F
Lisa Vitting,Swimming,21,185,74,F
Lisa Westerhof,Sailing,30,167,58,F
Lisa Zaiser,Swimming,17,174,63,F
Lisa-Marie Deetlefs,Hockey,24,169,63,F
Lisbeth Seierskilde,Equestrian,26,170,59,F
Lishan Dula,Athletics,25,164,44,F
Lissa Labiche,Athletics,19,172,57,F
Lissette Alexandra Antes Castillo,Wrestling,21,168,55,F
Lisvel Elisa Eve Mejia,Volleyball,20,194,70,F
Liu Ying Goh,Badminton,23,166,50,F
Liubov Shashkova,Volleyball,34,192,73,F
Liubov Yaskevich,Shooting,27,160,67,F
Liudmila Bodnieva,Handball,33,179,71,F
Liudmila Postnova,Handball,27,180,75,F
Liuyang Jiao,Swimming,20,172,63,F
Liviu Dumitrescu-Lazar,Canoe Sprint,24,175,75,M
Liz Parnov,Athletics,18,177,57,F
Lizanne Murphy,Basketball,28,183,75,F
Lizeth Rueda,Swimming,18,157,53,F
Lizzie Neave,Canoe Slalom,25,171,63,F
Lkhamdegd Purevjargal,Judo,25,179,77,F
Lleyton Hewitt,Tennis,31,180,68,M
Lloyd Madsen,Hockey,26,175,76,M
Lloyd Norris-Jones,Hockey,26,181,76,M
Lobke Berkhout,Sailing,31,183,70,F
Logan Tom,Volleyball,31,185,75,F
Lok Yan Poon,Badminton,20,169,61,F
Lola Danhaive,Hockey,29,167,57,F
Lolo Jones,Athletics,29,175,64,F
Long Chen,Badminton,23,187,75,M
Long Ma,Table Tennis,23,175,72,M
Lopez Lomong,Athletics,27,180,69,M
Loredana Dinu,Fencing,28,168,58,F
Lorena Miranda Dorado,Water Polo,21,174,73,F
Lorenzo Carboncini,Rowing,35,191,88,M
Lorenzo Povegliano,Athletics,27,185,110,M
Lornah Kiplagat,Athletics,38,167,48,F
Lorys Bourelly,Swimming,20,184,69,M
Lotta Harrysson,Sailing,45,172,60,F
Lotte Friis,Swimming,24,183,74,F
Lotte Meldgaard,Sailing,39,166,61,F
Loudy Wiggins,Diving,33,147,44,F
Louis Croenen,Swimming,18,184,76,M
Louis Tsatoumas,Athletics,30,186,77,M
Louisa Hill,Equestrian,50,180,66,F
Louisa Reeve,Rowing,28,184,73,F
Louisa Sawers,Canoe Sprint,24,176,69,F
Louise Ayling,Rowing,24,167,58,F
Louise Bawden,Beach Volleyball,30,183,72,F
Louise Bond-Williams,Fencing,30,169,59,F
Louise Burgaard,Handball,19,176,72,F
Louise Cavenaile,Hockey,23,172,66,F
Louise Hazel,Athletics,26,167,58,F
Louise Jukes,Handball,28,169,75,F
Louise Laursen,Archery,24,170,60,F
Louise Spellerberg,Handball,29,178,68,F
Louise Trappitt,Rowing,26,174,68,F
Luan Gabriel,Athletics,16,170,45,F
Luana de Assis,Rowing,27,176,59,F
Lubomir Hagara,Canoe Sprint,27,175,80,M
Lubov Volosova,Wrestling,29,165,63,F
Luc Abalo,Handball,27,182,80,M
Luca Agamennoni,Rowing,31,188,96,M
Luca Dotto,Swimming,22,190,80,M
Luca Ivankovic,Basketball,24,198,100,F
Luca Marin,Swimming,26,182,60,M
Luca Tesconi,Shooting,30,177,73,M
Lucas Calabrese,Sailing,25,168,61,M
Lucas Cammareri,Hockey,31,176,72,M
Lucas Jakubczyk,Athletics,27,183,78,M
Lucas Rossi,Hockey,27,188,88,M
Lucas Saatkamp,Volleyball,26,209,101,M
Lucas Tramer,Rowing,22,184,75,M
Lucas Vila,Hockey,25,172,75,M
Lucia Bosetti,Volleyball,23,175,65,F
Lucia Kimani,Athletics,31,166,45,F
Lucia Klocova,Athletics,28,172,58,F
Lucia Liliana Mihalache,Shooting,45,169,97,F
Lucia Palermo,Rowing,26,172,59,F
Luciana Aymar,Hockey,34,178,58,F
Luciana Diniz,Equestrian,41,176,54,F
Luciano Correa,Judo,29,190,100,M
Luciano de Cecco,Volleyball,24,194,89,M
Lucie Decosse,Judo,30,168,70,F
Lucie Hradecka,Tennis,27,177,72,F
Lucie Pelantova,Athletics,26,169,58,F
Lucie Safarova,Tennis,25,177,65,F
Lucie Skrobakova,Athletics,30,170,60,F
Lucija Polavder,Judo,27,167,85,F
Lucinda Fredericks,Equestrian,46,180,62,F
Lucinda Whitty,Sailing,22,167,63,F
Lucy Hall,Triathlon,20,178,60,F
Lucy Jaramillo,Athletics,29,164,52,F
Lucy Macgregor,Sailing,25,158,63,F
Lucy van Dalen,Athletics,23,168,53,F
Lucy Wicks,Volleyball,30,173,62,F
Ludovic Chammartin,Judo,27,168,60,M
Ludvig Svennerstal,Equestrian,21,186,69,M
Ludwig Paischer,Judo,30,170,60,M
Luguelin Santos,Athletics,19,173,61,M
Luigi Lodde,Shooting,32,177,77,M
Luigi Mastrangelo,Volleyball,36,202,90,M
Luigi Samele,Fencing,25,191,73,M
Luigi Tarantino,Fencing,39,187,96,M
Luis Alberto Marco,Athletics,25,184,70,M
Luis Alvarez,Archery,21,174,90,M
Luis Eduardo Velez,Archery,26,180,81,M
Luis Feiteira,Athletics,39,177,60,M
Luis Felipe Meliz,Athletics,32,182,78,M
Luis Fernando Lopez,Athletics,33,170,60,M
Luis Rivera,Athletics,25,183,79,M
Luis Scola,Basketball,32,206,108,M
Luis Ygnacio Liendo,Wrestling,31,172,60,M
Luisa Kiala,Handball,30,179,62,F
Luisa Tomas,Basketball,29,192,82,F
Luka Bozic,Canoe Slalom,21,173,72,M
Luka Mratovic,Sailing,25,190,80,M
Luka Spik,Rowing,33,196,95,M
Lukas Kampa,Volleyball,25,195,90,M
Lukas Krpalek,Judo,21,198,100,M
Lukas Lacko,Tennis,24,186,83,M
Lukas Melich,Athletics,31,186,110,M
Lukas Mueller,Rowing,25,208,102,M
Lukas Trefil,Canoe Sprint,23,187,91,M
Lukasz Banak,Wrestling,28,186,120,M
Lukasz Klekot,Modern Pentathlon,23,179,72,M
Lukasz Kubot,Tennis,30,191,90,M
Lukasz Michalski,Athletics,24,190,85,M
Lukasz Nowak,Athletics,23,194,78,M
Lukasz Parszczynski,Athletics,27,180,66,M
Lukasz Pawlowski,Rowing,29,183,70,M
Lukasz Przybytek,Sailing,23,178,72,M
Lukasz Siemion,Rowing,27,184,74,M
Luke Adams,Athletics,35,189,70,M
Luke Hall,Swimming,23,181,85,M
Luke Lennon-Ford,Athletics,23,183,75,M
Luke Patience,Sailing,25,167,59,M
Luke Smith,Volleyball,21,204,97,M
Luol Deng,Basketball,27,203,104,M
Lusapho April,Athletics,30,172,50,M
Luuk Verbij,Judo,26,195,112,M
Luuka Jones,Canoe Slalom,23,172,63,F
Lydia Chebet Rotich,Athletics,23,157,45,F
Lydia Oulmou,Volleyball,26,186,74,F
Lyn Byl,Handball,32,172,67,F
Lyndal Oatley,Equestrian,32,176,61,F
Lyndsie Fogarty,Canoe Sprint,28,174,67,F
Lynette Lim,Swimming,20,166,59,F
Lynn McCafferty,Handball,33,168,64,F
Lynne Beattie,Volleyball,26,182,65,F
Lynsey Sharp,Athletics,22,175,60,F
Lyubov Shutova,Fencing,29,177,66,F
Lyudmila Kolchanova,Athletics,32,175,64,F
Lyudmyla Kovalenko,Athletics,23,167,53,F
Lyudmyla Yosypenko,Athletics,27,175,69,F
Lyukman Adams,Athletics,23,194,87,M
Maaike Caelers,Triathlon,21,167,53,F
Maaike Head,Rowing,28,172,60,F
Maartje Goderie,Hockey,28,158,50,F
Maartje Paumen,Hockey,26,175,64,F
Macarena Aguilar Diaz,Handball,27,170,67,F
Macarena Rodriguez Perez,Hockey,34,155,53,F
Machel Cedenio,Athletics,16,183,70,M
Madai Perez,Athletics,32,158,45,F
Madalena Felix,Basketball,22,179,78,F
Madara Palameika,Athletics,25,183,76,F
Madelein Meppelink,Beach Volleyball,22,182,75,F
Madonna Blyth,Hockey,26,165,60,F
Mads Glaesner,Swimming,23,191,83,M
Mads Rasmussen,Rowing,30,183,75,M
Magda Cazanga,Handball,21,172,64,F
Magdalena Fularczyk,Rowing,25,173,72,F
Magdalena Gorzkowska,Athletics,20,174,59,F
Magdalena Moshi,Swimming,21,163,52,F
Magdalena Piekarska,Fencing,25,192,80,F
Maggie Steffens,Water Polo,19,175,70,F
Magnus Jernemyr,Handball,36,198,104,M
Magomed Musaev,Wrestling,23,180,96,M
Mahe Drysdale,Rowing,33,199,100,M
Maher Abu Rmilah,Judo,28,172,72,M
Mahiedine Mekhissi-Benabbad,Athletics,27,187,75,M
Mahlagha Jambozorg,Shooting,20,162,82,F
Mai Nakagawa,Diving,25,155,52,F
Mai Yamaguchi,Volleyball,29,176,62,F
Maialen Chourraut,Canoe Slalom,29,161,55,F
Maica Garcia,Water Polo,21,188,90,F
Maider Unda Gonzalez de Audicana,Wrestling,35,176,72,F
Maik Eckhardt,Shooting,42,186,90,M
Maik Petzold,Triathlon,34,182,70,M
Maike Stoeckel,Hockey,28,166,61,F
Maikel van der Vleuten,Equestrian,24,168,58,M
Maiko Gogoladze,Athletics,20,166,58,F
Maiko Kano,Volleyball,24,185,72,F
Maja Cesar,Swimming,22,177,63,F
Maja Jager,Archery,20,168,55,F
Maja Neuenschwander,Athletics,32,168,55,F
Maja Ognjenovic,Volleyball,27,183,68,F
Maja Savic,Handball,36,176,66,F
Maja Tvrdy,Badminton,28,170,59,F
Maja Zebic,Handball,30,178,62,F
Majda Mehmedovic,Handball,22,171,63,F
Makram Ben Romdhane,Basketball,23,204,102,M
Maksim Dyldin,Athletics,25,178,68,M
Maksim Lynsha,Athletics,27,190,80,M
Maksim Prokopenko,Canoe Sprint,28,180,84,M
Maksim Sidorov,Athletics,26,188,120,M
Maksym Mazuryk,Athletics,29,190,90,M
Maksym Oberemko,Sailing,34,185,68,M
Malal Ndiaye,Wrestling,35,167,100,M
Malcolm Howard,Rowing,29,200,100,M
Malcolm Page,Sailing,40,185,71,M
Malek Jaziri,Tennis,28,185,82,M
Malgorzata Wojtkowiak,Fencing,30,169,65,F
Malick Fall,Swimming,26,188,76,M
Malika Akkaoui,Athletics,24,160,49,F
Malin Baryard-Johnsson,Equestrian,37,172,52,F
Malin Kallstrom,Sailing,43,164,73,F
Malin Petersen,Equestrian,31,169,62,F
Malkhaz Zarkua,Wrestling,26,169,60,M
Malte Mohr,Athletics,26,192,83,M
Mamadou Barry,Athletics,20,178,66,M
Mamadou Kasse Hanne,Athletics,25,172,70,M
Man Lok Ho,Athletics,20,177,67,M
Manami Doi,Sailing,18,166,56,F
Mandy Haase,Hockey,30,164,58,F
Maneepong Jongjit,Badminton,21,178,75,M
Manel Terraza,Hockey,22,190,78,M
Manjeet Singh,Rowing,23,178,69,M
Mannad Zeid,Fencing,22,186,70,M
Mansur Isaev,Judo,25,172,73,M
Mantas Kalnietis,Basketball,25,195,92,M
Manteo Mitchell,Athletics,25,185,79,M
Manthos Voulgarakis,Water Polo,32,188,104,M
Manu Ginobili,Basketball,35,196,91,M
Manuchar Tskhadaia,Wrestling,27,165,66,M
Manuel Antonio,Athletics,23,177,69,M
Manuel Brunet,Hockey,26,178,81,M
Manuel Huerta,Triathlon,28,168,56,M
Manuela Gentili,Athletics,34,162,52,F
Maoulida Daroueche,Athletics,22,175,70,M
Maoxing Huang,Canoe Sprint,22,186,92,M
Mara Navarria,Fencing,27,172,75,F
Mara Yamauchi,Athletics,38,162,51,F
Maral Feizbakhsh,Athletics,21,175,61,F
Marc Burns,Athletics,29,185,88,M
Marc Gasol,Basketball,27,215,122,M
Marc Houtzager,Equestrian,41,190,87,M
Marc Lopez,Tennis,30,175,71,M
Marc Minguell Alferez,Water Polo,27,186,95,M
Marc Mundell,Athletics,29,189,77,M
Marc Rigouts,Equestrian,53,183,79,M
Marc Salles,Hockey,25,170,64,M
Marcel Balkestein,Hockey,31,180,77,M
Marcel Buerge,Shooting,40,180,90,M
Marcel Granollers,Tennis,26,190,77,M
Marcel Hacker,Rowing,35,196,97,M
Marcel Lomnicky,Athletics,25,177,106,M
Marcel Marcilloux,Fencing,31,178,76,M
Marcel Tschopp,Athletics,38,181,66,M
Marcelien Bos-de Koning,Sailing,34,175,62,F
Marcelina Kiala,Handball,32,177,84,F
Marcelinho Huertas,Basketball,29,190,85,M
Marcello Miani,Rowing,28,183,72,M
Marcelo Aguirre,Table Tennis,19,174,66,M
Marcelo Machado,Basketball,37,200,95,M
Marcia Yuleisi Andrades Mendoza,Wrestling,28,165,55,F
Marcin Brzezinski,Rowing,28,194,98,M
Marcin Chabowski,Athletics,26,174,56,M
Marcin Cieslak,Swimming,20,193,85,M
Marcin Grzybowski,Canoe Sprint,33,177,74,M
Marcin Lewandowski,Athletics,25,179,64,M
Marcin Marciniszyn,Athletics,29,184,80,M
Marcin Matkowski,Tennis,31,185,90,M
Marcin Mozdzonek,Volleyball,27,211,51,M
Marcin Pochwala,Canoe Slalom,28,182,79,M
Marcin Tarczynski,Swimming,21,190,84,M
Marco Belotti,Swimming,23,185,76,M
Marco de Luca,Athletics,31,188,72,M
Marco de Nicolo,Shooting,35,180,85,M
Marco di Carli,Swimming,27,189,78,M
Marco Fortes,Athletics,29,189,135,M
Marco Galiazzo,Archery,29,178,98,M
Marco Koch,Swimming,22,185,80,M
Marco Loughran,Swimming,23,186,75,M
Marco Orsi,Swimming,21,186,83,M
Marcos Chuva,Athletics,22,182,75,M
Marcos Freitas,Table Tennis,24,181,75,M
Marcos Lavado Mora,Swimming,20,182,60,M
Marcos Mata,Basketball,26,199,105,M
Marcus Bohme,Volleyball,26,211,115,M
Marcus Cleverly,Handball,31,188,91,M
Marcus Ehning,Equestrian,38,170,63,M
Marcus Gross,Canoe Sprint,22,182,85,M
Marcus Nyman,Judo,21,189,90,M
Marcus Popp,Volleyball,30,192,93,M
Marcus Svensson,Shooting,22,175,67,M
Mare Dibaba,Athletics,22,151,38,F
Marek Jaskolka,Triathlon,36,185,75,M
Marek Kolbowicz,Rowing,41,195,91,M
Marek Krajcovic,Canoe Sprint,20,183,77,M
Marek Niit,Athletics,24,182,82,M
Mareks Arents,Athletics,25,190,85,M
Mareme Faye,Swimming,25,177,73,F
Margalita Chakhnashvili,Tennis,29,172,58,F
Margaret Adeoye,Athletics,27,162,65,F
Margaret Etim,Athletics,19,150,52,F
Margaret Simpson,Athletics,30,162,59,F
Margarita Matsko Mukasheva,Athletics,26,166,50,F
Margarita Nesterova,Swimming,22,168,56,F
Margarita Tschomakova,Fencing,23,168,55,F
Margaryta Pesotska,Table Tennis,20,175,68,F
Margaux Farrell,Swimming,21,183,71,F
Margaux Isaksen,Modern Pentathlon,20,178,61,F
Margot Shumway,Rowing,33,180,78,F
Margot van Geffen,Hockey,22,171,63,F
Marharyta Dorozhon,Athletics,24,180,75,F
Marharyta Tsishkevich,Canoe Sprint,20,180,73,F
Marharyta Tverdohlib,Athletics,21,179,70,F
Marhinde Verkerk,Judo,26,173,78,F
Maria Abakumova,Athletics,26,178,85,F
Maria Alejandra Idrobo,Athletics,24,170,67,F
Maria Antonelli,Beach Volleyball,28,176,68,F
Maria Belen Perez Maurice,Fencing,27,180,67,F
Maria Bertelli,Volleyball,34,171,63,F
Maria Borisenko,Volleyball,26,190,80,F
Maria Clara Giai Pron,Canoe Slalom,20,163,55,F
Maria Clara Rohner,Rowing,27,170,59,F
Maria Czakova,Athletics,23,166,60,F
Maria Czesnik,Triathlon,35,167,54,F
Maria Elena Espeso,Athletics,39,161,48,F
Maria Enrica Spacca,Athletics,26,164,55,F
Maria Fernanda Gonzalez Ramirez,Swimming,22,175,60,F
Maria Fernanda Sesto,Sailing,35,158,52,F
Maria Garcia,Judo,24,155,52,F
Maria Gromova,Swimming,24,170,62,F
Maria Grozdeva,Shooting,40,166,58,F
Maria Jose Martinez Sanchez,Tennis,29,176,68,F
Maria Jose Poves,Athletics,34,168,52,F
Maria Kirilenko,Tennis,25,174,60,F
Maria Kurjo,Diving,22,158,52,F
Maria Laura Abalo,Rowing,30,182,73,F
Maria Martinez,Fencing,29,170,59,F
Maria Mcqueen Dunn,Wrestling,26,165,63,F
Maria Michta,Athletics,26,165,51,F
Maria Peralta,Athletics,34,167,49,F
Maria Perepelkina,Volleyball,28,187,72,F
Maria Prevolaraki,Wrestling,20,162,55,F
Maria Sharapova,Tennis,25,188,59,F
Maria Sidorova,Handball,32,178,74,F
Maria Suelen Altheman,Judo,23,175,78,F
Maria Tsiartsiani,Beach Volleyball,31,178,67,F
Maria Vasco,Athletics,36,157,47,F
Maria Virginia Zonta,Beach Volleyball,22,170,64,F
Mariama Signate,Handball,27,189,84,F
Marian Heffernan,Athletics,30,171,63,F
Mariana Avitia,Archery,18,164,61,F
Mariana Duque-Marino,Tennis,22,169,61,F
Mariana Henriques,Swimming,18,160,55,F
Mariana Lobato,Sailing,24,171,69,F
Mariana Silva,Judo,22,172,63,F
Marianna Lymperta,Swimming,33,167,53,F
Marianna Sastin,Wrestling,29,161,63,F
Marianne Bonde Petersen,Handball,28,184,72,F
Maribel Pineda,Shooting,32,170,80,F
Marie Delattre-Demory,Canoe Sprint,31,172,61,F
Marie Gayot,Athletics,23,171,57,F
Marie Gerbron,Handball,25,166,64,F
Marie Mavers,Hockey,21,170,68,F
Marie Meza,Swimming,21,163,55,F
Marie Muller,Judo,27,162,52,F
Marie Riou,Sailing,30,172,68,F
Marie-Andree Lessard,Beach Volleyball,34,168,61,F
Marie-Josee Ta Lou,Athletics,23,159,50,F
Mariel Zagunis,Fencing,27,173,76,F
Mariela Scarone,Hockey,25,163,60,F
Marielis Sanchez,Athletics,23,168,57,F
Marie-Louise Draeger,Rowing,31,170,59,F
Mariem Alaoui Selsouli,Athletics,28,158,42,F
Marie-Pier Beaudet,Archery,25,164,60,F
Mariette Rix,Hockey,31,166,63,F
Mariia Kovtunovskaia,Water Polo,23,165,61,F
Marija Jovanovic,Handball,26,182,71,F
Marija Sestak,Athletics,33,173,59,F
Marija Vrsaljko,Basketball,22,196,80,F
Marijana Miskovic,Judo,30,166,63,F
Marika Popowicz,Athletics,24,164,53,F
Mariko Adachi,Triathlon,29,162,51,F
Marilson dos Santos,Athletics,34,173,57,M
Marilyn Agliotti,Hockey,33,171,61,F
Marilyn Okoro,Athletics,27,167,60,F
Marin Cilic,Tennis,23,198,87,M
Marin Lovrovic,Sailing,39,187,101,M
Marina Aitova,Athletics,29,178,59,F
Marina Alabau Neira,Sailing,26,164,55,F
Marina Belikova,Shooting,26,173,58,F
Marina Damlaimcourt,Triathlon,32,156,46,F
Marina Garcia Urzainqui,Swimming,18,168,57,F
Marina Kuzina,Basketball,27,194,83,F
Marina Marghieva,Athletics,26,186,83,F
Marina Maslenko,Athletics,30,164,57,F
Marina Muncan,Athletics,29,165,51,F
Marina Vukcevic,Handball,18,175,69,F
Marina Zgurscaia,Shooting,23,165,65,F
Mario Bazan,Athletics,24,175,64,M
Mario Cejas,Rowing,34,181,75,M
Mario Garcia Rodriguez,Water Polo,29,190,91,M
Mario Gyr,Rowing,27,187,76,M
Mario Mola,Triathlon,22,178,59,M
Mario Montoya,Swimming,22,195,96,M
Mario Paonessa,Rowing,21,193,95,M
Mario Pestano,Athletics,34,194,120,M
Mario Todorovic,Swimming,23,186,80,M
Mario Vekic,Rowing,29,190,94,M
Marion Farissier,Diving,20,164,64,F
Marion Laborde,Basketball,25,178,75,F
Marion Lotout,Athletics,22,165,50,F
Marion Wagner,Athletics,34,178,60,F
Maris Urtans,Athletics,31,187,123,M
Marisa Barros,Athletics,32,160,50,F
Marisa de Aniceto,Athletics,25,162,52,F
Marisa Lavanchy,Athletics,22,170,58,F
Marisol Romero,Athletics,29,155,46,F
Marit Bouwmeester,Sailing,24,177,66,F
Marit Dopheide,Athletics,21,179,61,F
Marius Cocioran,Athletics,29,178,76,M
Marius Ionescu,Athletics,27,171,55,M
Marius Paskevicius,Judo,32,198,115,M
Marius Ziukas,Athletics,27,184,72,M
Marius-Vasile Cozmiuc,Rowing,19,197,90,M
Mariusz Fyrstenberg,Tennis,32,190,79,M
Mariusz Prudel,Beach Volleyball,26,191,83,M
Mariya Baklakova,Swimming,15,172,60,F
Mariya Bespalova,Athletics,26,183,85,F
Mariya Ryemyen,Athletics,25,171,62,F
Mariya Savinova,Athletics,26,172,60,F
Mariya Stadnyk,Wrestling,24,157,48,F
Marjo Yli-Kiikka,Shooting,34,162,65,F
Mark Anthony,Judo,22,187,90,M
Mark de Jonge,Canoe Sprint,28,180,87,M
Mark Hawkins,Handball,26,182,71,M
Mark Hunter,Rowing,34,182,73,M
Mark Javier,Archery,30,173,53,M
Mark Kenneally,Athletics,31,192,76,M
Mark Kiprotich Muttai,Athletics,34,172,58,M
Mark Knowles,Hockey,28,183,75,M
Mark Kyle,Equestrian,39,182,80,M
Mark Lewis-Francis,Athletics,29,180,95,M
Mark Mcgivern,Volleyball,29,195,87,M
Mark Mendelblatt,Sailing,39,188,88,M
Mark Oldershaw,Canoe Sprint,29,186,94,M
Mark Overgaard Madsen,Wrestling,27,177,74,M
Mark Plotyczer,Volleyball,25,195,86,M
Mark Todd,Equestrian,56,190,82,M
Mark Worthington,Basketball,29,203,107,M
Marketa Slukova,Beach Volleyball,24,181,69,F
Markiyan Ivashko,Archery,33,183,100,M
Marko Blazhevski,Swimming,19,183,73,M
Marko Jevtovic,Table Tennis,25,174,74,M
Marko Kopljar,Handball,26,210,108,M
Marko Novakovic,Canoe Sprint,23,186,95,M
Marko Podrascanin,Volleyball,24,204,92,M
Marko Vujin,Handball,27,197,104,M
Markus Deibler,Swimming,22,197,94,M
Markus Munch,Athletics,26,207,130,M
Markus Oscarsson,Canoe Sprint,35,184,85,M
Markus Rogan,Swimming,30,195,91,M
Markus Steuerwald,Volleyball,23,182,86,M
Marleen van Iersel,Beach Volleyball,24,178,68,F
Marleen Veldhuis,Swimming,33,182,67,F
Marlene Sinnig,Rowing,27,176,69,F
Maro Jokovic,Water Polo,24,203,95,M
Maroi Mezien,Wrestling,23,162,48,F
Marouan Chouiref,Handball,22,197,102,M
Marouan Kechrid,Basketball,31,176,85,M
Marouan Laghnej,Basketball,26,188,92,M
Marouane M'rabet,Volleyball,27,184,81,M
Marouen Maggaiz,Handball,29,191,105,M
Marquinhos Vieira Sousa,Basketball,28,207,102,M
Marquise Goodwin,Athletics,21,178,82,M
Marsha Marescia,Hockey,29,165,56,F
Mart Israel,Athletics,28,190,128,M
Marta Bach Pascual,Water Polo,19,176,66,F
Marta Dominguez,Athletics,36,163,52,F
